CustomerKey,GeographyKey,CustomerName,BirthDate,MaritalStatus,Gender
16144,623,Patrick Kelly,11/30/1970,Married,Male
16145,633,Sydney Anderson,4/23/1965,Single,Female
16146,609,Jacquelyn Saunders,8/20/1964,Married,Female
16147,335,Nathan Griffin,5/23/1964,Married,Male
16148,337,Karen Walker,9/23/1963,Married,Female
16149,52,Dalton Perry,8/29/1963,Single,Male
16150,331,Nicole Thompson,8/9/1974,Married,Female
16151,648,Chloe Sanchez,12/30/1968,Married,Female
16152,361,Katherine Evans,11/12/1969,Married,Female
16153,626,Eric Jai,10/9/1963,Married,Male
16154,360,Jennifer Scott,6/4/1964,Married,Female
16155,33,Joan Jenkins,10/8/1974,Married,Female
16156,15,Javier Hernandez,3/11/1975,Married,Male
16157,18,Cindy Raman,10/21/1985,Married,Female
16158,30,Kathleen Gomez,1/18/1975,Married,Female
16159,28,Mindy Goldberg,6/17/1980,Married,Female
16160,7,Erika Hernandez,12/18/1973,Married,Female
16161,31,Jodi Deng,2/21/1974,Married,Female
16162,13,Mackenzie Morgan,3/26/1974,Single,Female
16163,34,Willie Chande,6/13/1973,Single,Male
16164,36,Amy Liang,1/29/1978,Single,Female
16165,8,Jenny Liu,1/30/1978,Married,Female
16166,5,April Goel,2/3/1984,Married,Female
16167,39,Devin Moore,1/2/1978,Married,Male
16168,2,Kathryn Ashe,3/7/1973,Married,Female
16169,19,Dennis Lin,3/13/1978,Single,Male
16170,25,Juan Rubio,3/7/1972,Single,Male
16171,37,Bruce Ruiz,10/4/1971,Married,Male
16172,21,Janelle Perez,4/6/1983,Single,Female
16173,15,Cory Rana,7/2/1981,Married,Male
16174,5,Melinda Hernandez,9/21/1970,Single,Female
16175,15,Tony Shan,9/1/1976,Single,Male
16176,34,Michele Torres,2/16/1974,Single,Female
16177,31,Bethany Nath,9/7/1979,Single,Female
16178,18,Alfredo Carlson,5/16/1974,Married,Male
16179,27,Jamie Zhao,2/19/1974,Single,Female
16180,2,Kyle Perez,8/18/1976,Single,Male
16181,30,Daisy Rubio,12/21/1970,Single,Female
16182,29,Louis Sun,10/19/1969,Married,Male
16183,17,Tanya Carlson,11/1/1975,Single,Female
16184,20,Christine She,12/4/1969,Married,Female
16185,16,Grant Raji,12/10/1975,Single,Male
16186,222,Bethany Raji,1/22/1980,Single,Female
16187,257,Louis Hu,2/14/1986,Single,Male
16188,255,Teresa Torres,10/3/1985,Single,Female
16189,265,Amanda Hughes,9/29/1984,Married,Female
16190,247,Lance Alvarez,7/7/1984,Single,Male
16191,266,Margaret Zeng,9/15/1983,Single,Female
16192,230,Marie Lopez,12/2/1983,Single,Female
16193,237,Victor Rubio,12/18/1983,Single,Male
16194,216,Katie Deng,3/16/1979,Single,Female
16195,222,Abby Perez,10/10/1978,Married,Female
16196,145,Kurt Raheem,4/20/1979,Married,Male
16197,153,Heidi Prasad,8/16/1983,Single,Female
16198,236,Arthur Navarro,4/12/1978,Single,Male
16199,128,Terrence Xie,2/15/1978,Single,Male
16200,271,Julia Edwards,10/15/1976,Single,Female
16201,247,Ross Martin,3/5/1977,Single,Male
16202,196,Kenneth Jai,10/18/1976,Single,Male
16203,225,Warren Raje,11/1/1975,Single,Male
16204,211,Terrence Anand,4/9/1982,Single,Male
16205,196,Melanie Sanders,3/28/1982,Single,Female
16206,127,Cindy Lewis,11/15/1976,Single,Female
16207,117,Jordan Shan,3/9/1982,Single,Male
16208,174,Ruth Chandra,1/17/1977,Single,Female
16209,215,Carolyn Alvarez,9/15/1975,Single,Female
16210,302,Olivia Cooper,9/9/1979,Single,Female
16211,611,Jesse Roberts,5/22/1980,Single,Male
16212,307,Jacqueline Rivera,7/3/1935,Married,Female
16213,63,Kaylee Turner,11/13/1971,Single,Female
16214,609,Brett Fernandez,1/30/1977,Married,Male
16215,626,Thomas Turner,11/9/1971,Married,Male
16216,632,Charles Mitchell,3/23/1983,Single,Male
16217,553,Amanda Gonzales,3/24/1972,Single,Female
16218,634,Julia Simmons,9/30/1964,Married,Female
16219,52,Angel Sanders,11/18/1964,Married,Male
16220,68,Megan Russell,1/3/1959,Married,Female
16221,612,Darren Saunders,5/10/1964,Married,Male
16222,299,Brandon Anderson,6/17/1959,Married,Male
16223,338,Carlos Collins,11/15/1958,Married,Male
16224,348,Jacob Martinez,1/17/1959,Married,Male
16225,336,Wyatt Nelson,4/7/1970,Married,Male
16226,638,Maria Blue,11/20/1958,Married,Female
16227,314,Eric Lopez,12/16/1959,Married,Male
16228,302,Rafael Zhu,12/23/1966,Married,Male
16229,607,Wayne Chande,11/13/1971,Married,Male
16230,298,Craig Blanco,10/31/1960,Married,Male
16231,609,Dana Martin,5/8/1961,Married,Female
16232,623,Chase Richardson,4/4/1961,Married,Male
16233,335,Rebecca King,9/18/1971,Single,Female
16234,360,Wyatt Martin,11/4/1961,Married,Male
16235,336,Sebastian Morris,2/13/1967,Married,Male
16236,543,Nicholas Martinez,12/13/1967,Married,Male
16237,638,Erin James,7/12/1962,Married,Female
16238,300,Ann Arun,6/1/1963,Married,Female
16239,339,Gabriel Nelson,5/31/1963,Married,Male
16240,301,Madeline Green,8/11/1974,Single,Female
16241,68,Isabel Butler,4/3/1975,Single,Female
16242,310,Megan Garcia,8/24/1963,Single,Female
16243,57,Maria James,12/23/1963,Single,Female
16244,298,Gregory Kumar,12/15/1969,Married,Male
16245,369,Alexandra Griffin,9/21/1969,Single,Female
16246,638,Lucas Simmons,5/25/1964,Single,Male
16247,66,Anna Brown,10/30/1964,Single,Female
16248,618,Alyssa Ross,8/27/1964,Single,Female
16249,316,Jesse Rivera,12/1/1970,Married,Male
16250,241,Brendan Raje,5/18/1979,Single,Male
16251,261,Makayla Howard,3/8/1978,Single,Female
16252,175,Danny Jiménez,3/21/1973,Single,Male
16253,147,Bethany Lal,3/2/1973,Single,Female
16254,207,Maria Morris,2/17/1973,Single,Female
16255,224,Taylor Russell,2/18/1973,Single,Female
16256,243,Richard Collins,1/13/1973,Married,Male
16257,216,Michele Chandra,10/14/1978,Married,Female
16258,183,Deanna Malhotra,5/2/1973,Single,Female
16259,190,Ebony Sai,10/19/1971,Single,Female
16260,262,Gina Schmidt,2/16/1977,Single,Female
16261,186,Diana Navarro,2/3/1984,Married,Female
16262,192,Kathryn Xie,5/14/1984,Married,Female
16263,121,Eduardo Robinson,12/8/1972,Married,Male
16264,271,Jennifer Howard,10/20/1933,Married,Female
16265,220,Julie Goel,12/13/1982,Married,Female
16266,212,Alisha Yang,10/16/1971,Married,Female
16267,119,Edwin Chen,4/21/1972,Married,Male
16268,206,Lindsey Kumar,5/19/1972,Married,Female
16269,163,Tara Nath,8/25/1971,Married,Female
16270,126,Jerome Hernandez,12/8/1971,Married,Male
16271,138,Michele Gutierrez,12/11/1970,Single,Female
16272,260,Raul Deng,2/4/1971,Single,Male
16273,220,Marie Martinez,5/10/1976,Married,Female
16274,115,Ross Diaz,9/13/1969,Married,Male
16275,272,Deborah McDonald,6/30/1969,Married,Female
16276,154,Brandi Carlson,8/29/1980,Single,Female
16277,274,Christy Luo,3/28/1970,Married,Female
16278,120,Angel Turner,12/21/1969,Married,Male
16279,117,Victoria Patterson,12/22/1968,Single,Female
16280,170,Glenn Ma,2/15/1969,Single,Male
16281,198,Gilbert Luo,7/5/1968,Single,Male
16282,254,Kristine Suarez,2/28/1969,Single,Female
16283,202,Clayton Raji,9/9/1974,Single,Male
16284,120,Troy Perez,12/8/1968,Single,Male
16285,205,Mindy Xie,5/1/1972,Married,Female
16286,195,Billy Torres,11/20/1977,Married,Male
16287,249,Laura Xu,5/2/1972,Married,Female
16288,219,Edwin Shen,8/16/1985,Married,Male
16289,179,Julie Pal,3/24/1971,Single,Female
16290,146,Russell Nath,4/22/1971,Single,Male
16291,204,Lindsey Lal,7/5/1969,Single,Female
16292,149,Carly Lal,5/1/1975,Married,Female
16293,238,Sean Adams,5/12/1970,Married,Male
16294,253,Steve Hu,6/21/1975,Married,Male
16295,184,Roger Xu,11/10/1974,Single,Male
16296,190,Sydney White,6/19/1969,Married,Female
16297,131,Deanna Garcia,9/8/1974,Married,Female
16298,147,Adrienne Sanz,11/12/1968,Married,Female
16299,161,Alison Tang,5/24/1983,Single,Female
16300,269,Orlando Martin,5/10/1983,Single,Male
16301,191,Omar Cai,8/6/1982,Single,Male
16302,185,Rosa Zeng,5/11/1985,Single,Female
16303,127,Tracy Yuan,3/6/1985,Single,Female
16304,127,Justin Moore,4/14/1985,Single,Male
16305,121,Stanley Gonzalez,3/22/1985,Single,Male
16306,270,Kristine Romero,8/17/1984,Married,Female
16307,135,Kelli Sun,6/3/1974,Married,Female
16308,268,Sheena Chander,4/23/1974,Married,Female
16309,128,Desiree Ortega,3/20/1968,Married,Female
16310,186,Diana Rubio,2/28/1973,Married,Female
16311,250,Carl Beck,10/6/1973,Married,Male
16312,217,Bethany Beck,7/20/1983,Single,Female
16313,160,Hailey Russell,9/23/1983,Single,Female
16314,269,Gabriel Ross,10/22/1983,Single,Male
16315,196,Garrett Richardson,1/19/1983,Single,Male
16316,164,Kelli Hu,4/23/1983,Single,Female
16317,263,Joel Raman,3/23/1983,Single,Male
16318,272,Kellie Moreno,12/6/1982,Single,Female
16319,220,Joy Ortega,5/21/1982,Single,Female
16320,186,Rachel Simmons,9/1/1981,Single,Female
16321,231,Ruth Malhotra,10/21/1985,Married,Female
16322,217,Gloria Dominguez,3/16/1980,Single,Female
16323,209,Dustin Raje,10/2/1980,Single,Male
16324,231,Juan Romero,3/15/1986,Married,Male
16325,267,Emma Williams,3/10/1919,Single,Female
16326,142,Jésus Romero,7/17/1978,Single,Male
16327,135,Darren Diaz,3/2/1984,Single,Male
16328,274,Maurice Rai,8/15/1978,Single,Male
16329,247,Jamie Ye,12/9/1984,Single,Female
16330,207,Luke Simmons,1/3/1979,Single,Male
16331,56,Erin Richardson,9/9/1982,Single,Female
16332,8,Joan Vazquez,4/3/1954,Married,Female
16333,616,Caleb Hill,8/21/1982,Married,Male
16334,546,Natalie Bailey,6/11/1983,Single,Female
16335,298,Kristen Lu,2/22/1983,Single,Female
16336,315,Jonathan Wright,12/6/1982,Married,Male
16337,316,Jose White,1/3/1983,Married,Male
16338,23,Barbara Zhang,9/15/1954,Married,Female
16339,27,Seth Davis,10/30/1955,Married,Male
16340,329,Sean Mitchell,6/23/1986,Single,Male
16341,25,Lacey Raji,5/25/1957,Married,Female
16342,33,Gregory Jai,4/5/1962,Married,Male
16343,17,Joel Malhotra,2/17/1968,Married,Male
16344,368,Xavier King,11/15/1985,Single,Male
16345,19,Francis Ramos,4/23/1959,Married,Male
16346,9,Marc Navarro,6/10/1964,Married,Male
16347,14,Raul Sharma,12/1/1958,Married,Male
16348,4,Roy Raman,1/1/1960,Married,Male
16349,32,Levi Sai,10/13/1959,Single,Male
16350,18,Fernando Thompson,2/10/1965,Single,Male
16351,26,Martha Xu,1/4/1960,Single,Female
16352,4,Tiffany Gao,8/2/1965,Single,Female
16353,611,Alejandro Xu,5/6/1981,Married,Male
16354,627,Janet Torres,8/6/1980,Single,Female
16355,307,Sam Foster,12/24/1980,Single,Female
16356,352,Sophia Baker,6/16/1981,Married,Female
16357,336,Margaret Russell,3/15/1980,Single,Female
16358,69,Samuel Jai,7/8/1979,Married,Male
16359,553,Shelby Richardson,9/8/1959,Married,Female
16360,648,Justin Garcia,1/30/1960,Married,Male
16361,372,Wyatt White,11/6/1960,Married,Male
16362,348,Joshua Smith,10/29/1960,Married,Male
16363,52,Melanie Ramirez,8/30/1960,Married,Female
16364,307,Shawna Yuan,11/7/1960,Married,Female
16365,59,Jenna Young,1/15/1961,Married,Female
16366,49,Isabelle Henderson,1/2/1972,Married,Female
16367,536,Emily Williams,5/24/1977,Single,Female
16368,635,Lauren Williams,11/4/1966,Single,Female
16369,616,Isabel Powell,8/23/1967,Married,Female
16370,49,Molly Gonzalez,1/22/1967,Married,Female
16371,311,Caleb Diaz,9/11/1961,Married,Male
16372,336,Vanessa Foster,1/29/1974,Married,Female
16373,623,Sara Cook,10/20/1962,Married,Female
16374,553,Edward Phillips,6/14/1963,Married,Male
16375,372,Gabriella Hernandez,8/19/1968,Married,Female
16376,609,Maria Wright,6/6/1963,Married,Female
16377,338,Jordan Adams,9/21/1969,Single,Female
16378,553,Hailey Baker,9/15/1963,Single,Female
16379,310,Marc Jimenez,9/21/1969,Married,Male
16380,64,Mariah Torres,4/19/1975,Single,Female
16381,612,Kayla Davis,12/1/1963,Single,Female
16382,642,Jennifer Davis,12/1/1963,Single,Female
16383,355,Brian Kelly,10/25/1963,Single,Male
16384,345,Jada Reed,11/19/1964,Single,Female
16385,368,James Perez,6/15/1965,Married,Male
16386,279,Philip Moyer,3/15/1974,Single,Male
16387,229,Douglas Vance,4/24/1974,Married,Male
16388,196,Jay Torres,11/23/1979,Married,Male
16389,164,Arturo Shen,10/1/1979,Single,Male
16390,172,Mario Nath,8/25/1973,Single,Male
16391,213,Sergio Suri,11/1/1979,Single,Male
16392,180,Kari Raman,4/8/1974,Married,Female
16393,224,Xavier Edwards,1/6/1985,Married,Male
16394,187,Bryan Bell,6/3/1978,Single,Male
16395,192,Tara Pal,6/6/1973,Married,Female
16396,149,Keith Rai,10/14/1972,Single,Male
16397,153,Andy Navarro,4/10/1978,Married,Male
16398,189,Emmanuel Rana,6/12/1973,Single,Male
16399,131,Arturo Xu,4/15/1973,Single,Male
16400,222,Theodore Ramos,3/6/1978,Married,Male
16401,250,Margaret Gao,3/8/1973,Single,Female
16402,262,Alexander Martin,4/1/1973,Single,Male
16403,217,Byron Suarez,4/17/1972,Married,Male
16404,198,Raul Nara,1/2/1973,Married,Male
16405,229,Adriana Sai,10/5/1972,Married,Female
16406,262,Dakota Henderson,11/10/1978,Married,Male
16407,260,Colleen Zhao,9/1/1971,Married,Female
16408,201,Arthur Madan,8/8/1970,Married,Male
16409,164,Ebony Moreno,10/13/1976,Married,Female
16410,272,Joy Navarro,4/18/1970,Single,Female
16411,172,Stanley Sanchez,2/18/1970,Single,Male
16412,185,Leah Liang,12/5/1980,Single,Female
16413,155,Julia Gonzalez,11/3/1936,Married,Female
16414,127,Kelly Flores,12/15/1969,Single,Female
16415,224,Andre Patel,12/15/1969,Single,Male
16416,190,Brian Rivera,5/14/1975,Single,Male
16417,234,Noah Bryant,8/29/1975,Single,Male
16418,202,Katrina Rai,8/22/1974,Single,Female
16419,118,Lacey Simpson,12/20/1968,Married,Female
16420,266,Eddie Alonso,11/15/1974,Single,Male
16421,219,Natasha Diaz,10/6/1974,Single,Female
16422,174,Kurt Xu,9/20/1979,Single,Male
16423,211,Sergio Madan,11/20/1938,Single,Male
16424,200,Brandi Diaz,1/15/1972,Married,Female
16425,206,Lisa Lu,8/15/1971,Married,Female
16426,210,Jorge Ye,1/8/1972,Married,Male
16427,273,Kendra Alonso,3/11/1977,Single,Female
16428,234,Ryan Ross,9/24/1968,Single,Male
16429,175,Jaclyn Luo,10/12/1973,Married,Female
16430,196,Franklin Rai,2/4/1971,Single,Male
16431,199,Jermaine Rodriguez,8/30/1976,Single,Male
16432,207,John Garcia,8/5/1975,Single,Male
16433,202,Mathew Dominguez,5/24/1975,Married,Male
16434,171,Taylor Bailey,4/3/1970,Married,Female
16435,261,Steven Cooper,7/6/1975,Married,Male
16436,189,Ethan Henderson,8/11/1974,Single,Male
16437,244,Jésus Gutierrez,4/23/1983,Single,Male
16438,193,Kaitlin Arthur,1/14/1982,Married,Female
16439,193,Dawn Deng,4/24/1985,Single,Female
16440,202,Jimmy Martin,6/2/1985,Single,Male
16441,127,Jason Young,9/8/1984,Married,Male
16442,131,Luke Gonzalez,2/23/1985,Single,Male
16443,239,Dawn Gao,9/4/1984,Single,Female
16444,267,Erika Carlson,4/21/1969,Married,Female
16445,234,Caitlin Ward,12/11/1967,Single,Female
16446,266,Kristine Munoz,11/9/1967,Married,Female
16447,267,Kate Becker,12/5/1973,Married,Female
16448,168,Cheryl Martin,8/2/1967,Married,Female
16449,233,Casey Browning,8/14/1983,Single,Male
16450,187,Rebekah Gutierrez,2/12/1983,Single,Female
16451,149,Karl Stone,3/5/1983,Single,Male
16452,232,Cassie Luo,5/21/1983,Single,Female
16453,271,Mayra Chandra,10/7/1982,Single,Female
16454,274,Marco Suri,12/3/1982,Married,Male
16455,208,Deb Moreno,2/9/1917,Married,Female
16456,147,Larry Navarro,1/9/1981,Single,Male
16457,156,Kathleen Martin,8/18/1981,Single,Female
16458,132,Michele Ruiz,6/18/1982,Single,Female
16459,236,Carolyn Kapoor,10/15/1981,Married,Female
16460,277,Jodi Xu,5/17/1982,Single,Female
16461,279,Rosa Wu,8/5/1981,Single,Female
16462,147,Marissa Gonzales,10/14/1980,Single,Female
16463,155,Anna Murphy,4/20/1981,Single,Female
16464,260,Alan Liu,11/15/1979,Single,Male
16465,231,Kara Goel,4/30/1980,Single,Female
16466,127,Alisha Kumar,12/13/1979,Single,Female
16467,242,Ronald Srini,3/7/1980,Single,Male
16468,198,Orlando Dominguez,5/17/1981,Single,Male
16469,188,Michele Tang,5/18/1981,Single,Female
16470,269,Wesley Guo,5/8/1981,Married,Male
16471,207,Vanessa Hayes,2/14/1919,Married,Female
16472,196,Olivia Robinson,3/10/1985,Single,Female
16473,138,Dawn Andersen,8/31/1978,Single,Female
16474,133,Jay Serrano,10/19/1978,Married,Male
16475,144,Kurt Anand,12/9/1984,Single,Male
16476,200,Shawn Xie,6/10/1979,Single,Male
16477,611,Anna Gonzales,11/1/1982,Single,Female
16478,348,Adrian Gray,7/21/1982,Single,Male
16479,65,Victoria Brooks,11/6/1981,Single,Female
16480,23,Alan Zhou,2/5/1960,Married,Male
16481,35,Madison Bryant,12/15/1954,Single,Female
16482,32,Tabitha Arthur,11/12/1955,Married,Female
16483,35,Warren Jai,10/13/1961,Married,Male
16484,16,Dustin Lal,8/7/1955,Married,Male
16485,301,Ian Foster,10/21/1985,Single,Male
16486,12,Rachael Madan,11/12/1956,Married,Female
16487,36,Brianna Griffin,11/13/1956,Single,Female
16488,31,Joel Rodriguez,10/25/1956,Married,Male
16489,5,Frederick Garcia,1/2/1957,Married,Male
16490,361,Megan Robinson,11/14/1985,Married,Female
16491,51,Christian Garcia,10/16/1984,Single,Male
16492,19,Theodore Sanz,9/21/1957,Married,Male
16493,37,Brenda Fernandez,5/5/1959,Married,Female
16494,40,Jordyn Simmons,11/21/1965,Single,Female
16495,40,Monique Ramos,2/5/1960,Single,Female
16496,3,Dawn Tang,5/14/1965,Single,Female
16497,66,Julia Peterson,1/3/1981,Single,Female
16498,618,Hunter Jones,5/8/1981,Single,Male
16499,626,Danielle Kelly,4/15/1981,Single,Female
16500,635,Chloe Perry,8/19/1980,Single,Female
16501,637,Vanessa Wood,1/23/1981,Single,Female
16502,553,Jackson Parker,8/12/1980,Single,Male
16503,339,Christian Anderson,8/29/1980,Married,Male
16504,359,Justin Russell,2/2/1980,Single,Male
16505,322,Erin Gray,8/3/1985,Single,Female
16506,53,Catherine Murphy,12/9/1984,Married,Female
16507,183,Tracy Nath,5/18/1945,Married,Female
16508,222,Brent Zhu,2/10/1945,Married,Male
16509,246,Veronica Sai,10/30/1946,Married,Female
16510,203,Brad Nara,6/3/1948,Married,Male
16511,235,Joe Raman,12/18/1947,Married,Male
16512,279,Ricardo Sharma,10/5/1947,Single,Male
16513,205,Ronnie Wagner,11/10/1948,Single,Male
16514,7,Manuel Fernandez,7/10/1985,Single,Male
16515,31,Troy Sai,8/3/1985,Married,Male
16516,27,Melvin She,1/24/1986,Married,Male
16517,19,Katrina Raji,9/16/1981,Married,Female
16518,33,Krystal Holt,12/17/1981,Single,Female
16519,25,Yolanda Chander,2/11/1982,Single,Female
16520,32,Misty Raji,4/22/1982,Married,Female
16521,24,Tonya She,2/7/1985,Single,Female
16522,21,Casey Pal,1/1/1985,Married,Female
16523,25,Sandra Huang,7/10/1984,Married,Female
16524,24,Damien Huang,1/20/1985,Married,Male
16525,4,Martha Liang,11/22/1983,Married,Female
16526,39,Arthur Perez,4/23/1984,Single,Male
16527,9,Cory Arun,12/18/1983,Single,Male
16528,36,Dominique Garcia,2/22/1984,Single,Female
16529,4,Jonathon Gutierrez,1/25/1983,Married,Male
16530,249,Priscilla Chander,4/16/1949,Married,Female
16531,251,Lacey Gao,12/22/1948,Single,Female
16532,226,Tommy Sharma,12/18/1977,Single,Male
16533,221,Kristen Cai,11/21/1966,Married,Female
16534,134,Claudia Holt,8/5/1966,Married,Female
16535,201,Colin Chen,5/9/1971,Single,Male
16536,223,Meghan Jimenez,1/19/1966,Single,Female
16537,174,Arthur Dominguez,4/12/1966,Single,Male
16538,146,Stacey Liang,7/12/1965,Single,Female
16539,120,Christy Li,1/7/1971,Single,Female
16540,135,Theodore Browning,3/15/1966,Married,Male
16541,231,Micah Hu,6/27/1966,Single,Male
16542,239,Jésus Ortega,12/7/1965,Married,Male
16543,257,Jenny McDonald,12/4/1976,Married,Female
16544,208,Eduardo Morgan,4/4/1970,Married,Male
16545,201,Alicia Pal,7/11/1964,Married,Female
16546,246,Terrance Jordan,2/24/1965,Married,Male
16547,217,Jake Yang,8/11/1974,Married,Male
16548,188,Darren Rubio,7/11/1971,Married,Male
16549,123,Linda Moreno,2/2/1965,Single,Female
16550,274,Frederick Madan,2/18/1970,Married,Male
16551,189,Christy Shan,5/9/1976,Single,Female
16552,158,Joe Sanchez,1/6/1965,Married,Male
16553,237,Gabriella Roberts,9/1/1964,Married,Female
16554,272,Casey Chander,2/14/1964,Single,Female
16555,211,Mathew Vazquez,12/19/1975,Married,Male
16556,162,Angelica Butler,7/6/1975,Single,Female
16557,197,Derek Chander,4/13/1981,Single,Male
16558,177,Preston Sara,4/13/1981,Single,Male
16559,226,Candace Martinez,4/22/1975,Single,Female
16560,223,Kelvin Sun,4/12/1976,Single,Male
16561,243,Kurt Yuan,12/2/1981,Married,Male
16562,262,Colleen Zhang,9/6/1981,Married,Female
16563,261,Mackenzie Baker,2/23/1925,Single,Female
16564,233,Susan Wu,2/4/1975,Single,Female
16565,127,Corey Anand,10/6/1974,Married,Male
16566,206,Ashlee Shen,1/19/1980,Single,Female
16567,175,Erick Lopez,3/10/1975,Single,Male
16568,133,Caroline Coleman,8/13/1927,Married,Female
16569,215,Colleen Li,9/9/1963,Single,Female
16570,209,Julie She,9/13/1968,Married,Female
16571,261,Audrey Torres,9/5/1962,Married,Female
16572,138,Jon Xu,5/14/1979,Single,Male
16573,244,Ruben Dominguez,8/9/1973,Single,Male
16574,233,Joe Gomez,3/9/1979,Single,Male
16575,259,Veronica Vance,3/3/1950,Single,Female
16576,184,Corey Beck,4/10/1952,Single,Male
16577,217,Leah Chen,10/1/1951,Single,Female
16578,127,Stefanie Weber,6/3/1952,Single,Female
16579,236,Zachary Davis,12/18/1958,Married,Male
16580,184,Dawn Chen,1/1/1960,Married,Female
16581,222,Kenneth Becker,7/19/1965,Single,Male
16582,163,Frank Torres,9/30/1965,Married,Male
16583,131,Justin Martinez,11/2/1959,Married,Male
16584,273,Devin Gray,10/31/1959,Single,Male
16585,274,Vincent Sun,11/3/1959,Married,Male
16586,209,Leonard Chander,12/17/1969,Married,Male
16587,161,Zachary Martinez,3/11/1959,Married,Male
16588,252,Andre Martinez,10/1/1958,Married,Male
16589,258,Martin Suri,10/8/1958,Married,Male
16590,263,Shawn Deng,8/29/1964,Married,Male
16591,266,Clarence He,4/22/1970,Married,Male
16592,208,Jacquelyn Gomez,5/15/1958,Married,Female
16593,232,Suzanne He,7/4/1957,Married,Female
16594,265,Andrew Jones,9/1/1957,Married,Male
16595,267,Cameron Anderson,1/16/1958,Married,Male
16596,208,Gabrielle Carter,9/24/1956,Single,Female
16597,135,Kelli Xu,9/11/1956,Single,Female
16598,234,Kate Rai,5/2/1957,Single,Female
16599,257,Ramón Cai,11/14/1955,Married,Male
16600,218,Janet Suarez,11/13/1953,Single,Female
16601,262,Tabitha Rana,8/8/1953,Single,Female
16602,267,Jill Travers,3/19/1954,Married,Female
16603,150,Scott Seely,5/18/1953,Married,Female
16604,178,Roy Serrano,7/3/1952,Married,Male
16605,13,Toni Randall,5/9/1981,Married,Female
16606,8,Ricky Blanco,5/9/1982,Single,Male
16607,20,Logan Gonzales,2/23/1981,Married,Male
16608,20,Ricky Martin,6/11/1981,Single,Male
16609,31,Gary Jimenez,8/9/1985,Single,Male
16610,2,Sydney Clark,12/21/1979,Married,Female
16611,13,Dylan Rodriguez,7/15/1980,Single,Male
16612,8,Ebony Ashe,2/18/1981,Single,Female
16613,21,Cassie Sutton,10/6/1979,Married,Female
16614,16,Alison Shen,3/22/1979,Married,Female
16615,30,Kaitlin Patel,8/8/1978,Single,Female
16616,30,Kelvin Liang,6/2/1985,Single,Male
16617,40,Alvin Xie,8/6/1979,Married,Male
16618,29,Cassandra Subram,12/15/1979,Married,Female
16619,11,Whitney Perez,11/2/1979,Married,Female
16620,18,Cameron Thompson,5/12/1984,Married,Male
16621,32,Birgit Seidel,3/12/1984,Married,Female
16622,10,Byron Navarro,11/12/1978,Single,Male
16623,13,Andres Lal,3/4/1979,Single,Male
16624,30,Albert Alvarez,7/24/1983,Single,Male
16625,25,Grant Deng,5/19/1983,Married,Male
16626,27,Nathaniel Morgan,1/15/1978,Single,Male
16627,29,Claudia Chen,5/23/1982,Married,Female
16628,5,Francisco Prasad,10/16/1976,Single,Male
16629,8,Rosa Zheng,3/13/1978,Single,Female
16630,39,Jaime Sutton,1/8/1978,Married,Male
16631,26,Haley Ward,9/16/1976,Single,Female
16632,3,Ruben Romero,11/13/1976,Single,Male
16633,37,Kelli Becker,6/24/1977,Married,Female
16634,32,Jenny Hu,2/12/1981,Married,Female
16635,2,Erick Suri,8/14/1975,Married,Male
16636,38,Danny Gomez,2/23/1976,Married,Male
16637,13,Evan King,2/15/1977,Married,Male
16638,16,Dennis Ye,2/7/1977,Married,Male
16639,36,Renee Romero,1/7/1977,Single,Female
16640,3,Colin Lal,11/30/1976,Married,Male
16641,331,Julia Bailey,11/14/1946,Single,Female
16642,648,Mason Mitchell,11/3/1952,Single,Male
16643,60,Fernando Wilson,1/16/1947,Single,Male
16644,301,Leonard Goel,6/22/1947,Married,Male
16645,307,Chelsea Subram,4/16/1948,Married,Female
16646,59,Xavier Collins,4/23/1948,Married,Male
16647,314,Anna Alexander,4/16/1948,Married,Female
16648,325,Rachel Coleman,12/24/1947,Married,Female
16649,53,Makayla Stewart,8/6/1948,Married,Female
16650,546,Kaitlyn Green,3/2/1949,Married,Female
16651,618,Abigail Martinez,3/25/1949,Married,Female
16652,331,Nicole Richardson,8/2/1984,Married,Female
16653,618,Isabella Phillips,10/14/1978,Married,Female
16654,49,Heather Zhang,3/14/1984,Married,Female
16655,334,Destiny Taylor,9/23/1981,Married,Female
16656,14,Ronnie Zhang,11/6/1960,Married,Male
16657,6,Alvin She,9/17/1960,Married,Male
16658,19,Ashlee Raje,10/12/1960,Single,Female
16659,4,Emily Jones,6/1/1961,Single,Female
16660,4,Lee Blanco,12/1/1961,Single,Male
16661,7,Shane Raman,10/13/1961,Single,Male
16662,18,Stacey Gao,9/5/1962,Single,Female
16663,34,Rosa Lu,4/8/1963,Single,Female
16664,36,Sophia Nelson,12/15/1963,Married,Female
16665,9,Linda Suarez,12/23/1963,Single,Female
16666,57,Taylor Torres,10/7/1978,Single,Female
16667,68,Allison Sanchez,5/4/1980,Single,Female
16668,432,Levi Malhotra,1/15/1980,Single,Male
16669,623,Benjamin Martinez,9/21/1979,Single,Male
16670,641,Sarah White,1/15/1980,Single,Female
16671,552,Megan Wood,2/22/1980,Single,Female
16672,644,Nicole Martinez,12/26/1979,Single,Female
16673,300,Curtis Guo,11/5/1979,Single,Male
16674,33,Ricardo Yuan,11/9/1970,Married,Male
